customer_unique_id,total_spend
ea984b06b18cc6905bc2f9b0a3d1c986,3024.08
ee2bb06c1d3f368e92084edefb7e4b57,3016.01
ae04948ad7210ea76801b331080e0b3a,3009.53
4683ad127301c1bcbd601a30bb22d2ba,3005.06
129bfc164612d70a040a844b887dfec5,2960.05
d9f8d6be11fb416742c9e35e725303f7,2938.17
c38b132f1c68c14c0d3b32e66b796eba,2838.22
8ad6fdb3d658f916f444aaf55a49bb29,2828.42
c21e93b1d7b7a416d0f36fa6ebc1d60a,2827.00
25bedfc6317ec4a379ef49b9c1049733,2818.74
030a810edeec1ceea314282513023587,2794.50
34ff67eb3466a779b2f6b6fd56a3b953,2787.87
81d8bf17c9e450228efeedd2603edfaa,2784.16
acc38a550c42d17125cd25c32a464d26,2759.95
1e7097be947ad5d0f7819bdc9d8d7d0e,2751.24
0de97ff655abfc142ba6fc83e86bf082,2734.66
149b43a4776ea0a773ac75bc58830fb9,2734.11
13d9920a16127351540bcd95ad4643c8,2733.63
f140f377d666848e3712b51a2734d120,2713.36
5e92460d739e8dd987e279285a1d278c,2713.36
60b2ec19b8c18082cdb5180106a97cb5,2692.82
c949c73b1318491d6b5b117acb3e24a4,2681.29
bb149f7e7bfee3d984e265d0eae6181b,2681.29
212b7cfb2631b23e85a4645a7cba1733,2647.76
69e4e534ba5e6a8124d132b271923148,2627.09
684da9ec00ee25877fe21ce197403d04,2616.00
7814db11654d2bf3b43bae828b6eee05,2606.01
7386ded430d6aeb715a0d087c38a2dfe,2590.61
d8f1c3ed0de527caf0a7eceeb025b583,2574.38
0621cda5f3ee9a2e6f3ae6ebb5fcdbe1,2564.65
02ccceb879088a0253e1e46e0200bdb8,2512.53
5dff3703f9d82688ab5a1c92df1e4b18,2467.33
0bec90ebca9ff4b2b830950bb052e52d,2457.44
8e07cbdbbb24328ece74135e2a81405b,2455.12
d3ef55d6de8e4be1d4b905e8169224b5,2452.12
d77aa95864ae5b42160937615628723a,2450.10
85475e754525d6d222d917dbc8251801,2438.51
24c0598e5978021ede868fbf7526544a,2429.68
f755e02e22f99b9e1658cbd2186a212d,2419.20
98133dfcdb0c24fa03c9eb4f0d69a6c4,2416.00
f2a29b4d4c04184a9372bb7374d344ac,2404.72
5d0a2980b292d049061542014e8960bf,2404.72
5eed8cf8c54bff340300c214ddc32db4,2404.72
87070b00f89fa49dd0b01ff4bf075b8c,2389.78
e3e0e9112264452e4700d977ce02a4d1,2384.50
c5a0eef09ffd9448532ef07854769930,2360.42
7b0eaf68a16e4808e5388c67345033c9,2340.08
c53a15252bb69a238a59b79c58a84bcf,2338.48
6963ee67570e4454bf00b3e5fe52f734,2337.40
c01158adcf91ee8f143d12388abe5f22,2333.97
e6fad5b1c79a4760aac5068d09c46535,2328.40
6a71207bf8784292ad3f6e107ab57755,2325.22
8bce6306eb006a2ff6135ba36d33d644,2324.99
c7794313e2cd53472b116a751350f132,2323.25
8a8ac60fd8ea25925f379a33ef277987,2322.32
352edc42ddf92161e32abb07872de623,2315.83
bd90c3e19e58ff2439e72b0554026418,2314.82
00c07da5ba0e07b4f248a3a373b07476,2304.68
6ddbc64bd04d40f7768ff088d94cbeb8,2299.66
ec4b05ce75316354ba9b297f64377ed6,2288.31
7dd0031f1da839843abbcda4e9fb317b,2267.18
a58b1fe8146940d706e5f07d73bc7d51,2264.90
e79c794eb044c594d923722240125052,2252.66
10e1df2717597281c5cffa0e0a7ca7cb,2225.69
1a3a962a15f8c6ee0178e1102387d3cc,2223.12
9d15276f07200ca33bdd7eab12ba67ad,2220.32
bd8717655febcdf30f106e9f3cb24628,2217.99
14f5335a43420b92aa77e1f35ada3f42,2213.22
1579133af5d1fadd0e5e37ec439ed1ec,2207.98
25d6024f1eadd97cf86cfcfb7e9617dd,2190.40
25d558c329b841732700cb45b86260cf,2187.42
9db254a87951220e74c58549749cf128,2187.42
3cdadaf84a996b3f07ccfcf9796f1dfd,2183.60
287a7cdacbcda8f842d7719e77cb8457,2183.15
669e44130af1f9e6d3523ab852672374,2168.60
02e8a66528e84b3ca6150d9b1e03a26f,2158.57
e0a7e61d37dd4060ab419bdb93a9f05d,2155.35
445e36c0849ad359c7b6d99786c3357c,2153.35
ea6f9323b5f8d196980fa72fb91546d0,2153.35
12ebfdb41392890f9d7a8de957274741,2153.35
b26746dace6d5d8633283ef402271974,2153.35
c77dde0ffa573d733a5afe93774246ec,2152.92
3baa1dfebd3d28ccc8cdbf5d9faa7602,2151.29
cad51aa032a0834a45c27586bce31d1c,2150.81
46e8adbe1802b0aa1d172eb1a4eba9fe,2150.22
00adeda9b742746c0c66e10d00ea1b74,2148.40
8a8a3b96590da699865fa7e07e0e08ff,2133.69
afc8f3a11a809a74e5eef0bda1de6b9c,2124.78
e8258022c5060b1f3d861556a17fd741,2115.79
87566fe4966777f59b86e1313f177587,2115.05
c705e3b98b76bd8e56d09625ac94216a,2114.63
2621b577faf30c524ef1f0fff766a575,2111.57
82cd8a647fc34614fde430b3285b913e,2110.57
af17def00ed5fb1ccbebfe805b0bb641,2106.55
2f99070486aafcc5dac7a979c1ed5f32,2105.57
7de6d654e4d5b71483c3799468bc27e6,2098.40
ea1c9b1a4cc63f26f5a165203a4ebd4f,2096.14
92ce8d58d57d7a8f8b2d5ca4b9810b64,2094.44
59bfe97acaf7979ebbc663af8bb1827d,2092.86
44975ad30406e58b8c7f2a8dae4c46f8,2083.09
963fee8d1953b0f2bc792a06043fb11c,2082.36
83486a65903aefe02ed3bac7c23b5f65,2075.48
73601b1eec55943e90ce8d61253d5c09,2068.68
fffcf5a5ff07b0908bd4e2dbc735a684,2067.42
5e5a9e721cb83187f5893a8c7109faee,2066.34
918c2334c6537fd745c6aea1e3fe54f8,2065.35
efb14cc2969129e2d865bc75be239916,2064.88
6cba2fea42066c8781a30cd92826317c,2060.51
613835be7274f39d246f0c9c264ca132,2060.20
3d60952351a48ae05804341ab1e3f7fa,2060.20
8831da2a67b7007cd92faef855f9fb52,2055.84
e197b5ef3ad3220f87041f2475b37c81,2048.12
b0c3cd877e81291a25eb0be8b1919458,2045.47
26745aefcbade7bf038c84f9529ba5b1,2039.31
af366f48405f787edafa83d61e9ab5c5,2036.86
18d3c0c7617e44eab9bef19f29bbdb1b,2035.86
5330670c6666e6f35a2688802fdb235f,2034.48
3d81d4e0977945889ce7eee309a884c5,2034.31
a5854c79718864cb7023094de2c0f8f8,2033.48
82c0c03a1fb8968a30707374c8566fba,2032.04
5a04d5472eb5ee998250f0977b31f772,2032.00
75a8083e27e7af87d890db460e048efa,2031.47
a813e96ecd044395587037a8314a4151,2031.09
af4add6ae61530f1768eef38c9a52c05,2029.62
b8b32554df7a612f3aefb40b44653a4d,2028.75
10080cf8d46d43de1133521a8567b153,2028.65
0bc62798218b7ebd8849210c509efe1d,2027.65
9cb4965f1caae128f5a82f1345e2e8bc,2027.26
8f86544c8854a0d0b347511a24981b77,2027.23
ee10b948f421cd32fab5283f814d0b78,2027.16
6ead799d8a12f9095ab29409be2aa075,2026.54
03d1be27ccf6d46178ecd2ad2cc1db10,2026.54
4c4645e724402ec958ead69dbf1ade6c,2026.54
02b6ef845021b8fefe19c8d200f3ee06,2024.31
a3331aa44b50207a2f580848a07f0a6f,2023.58
1d4ef611a25dabe55d41c22881c14fb0,2023.58
7c82b91749355c6daebaada73da54e2e,2023.00
921972f1568c1c75a26b18b4cb4ed5a7,2022.33
28f6c5e53f39cd45ccd6b22fc82cd1d1,2022.02
a22ee6bd65e350c2d1a0d9a12c2e465f,2014.99
15be5104d4c41b5e0dada09bfa5215d9,2009.62
15dcd36d3c50ae6540aa942684f51824,1996.32
6e328f26167e5c9f1c9ac765e6e95f4d,1995.69
ee4fb55368c4c4fa5069f4c7cbe0ed2e,1992.42
fec38f6590f4d8e78563eacd15f0413c,1989.96
237beb4b0ae00c80268b9b894ed3f65a,1981.22
8637975a0cb5150b10528f5697511668,1980.71
a0cd1f3e0a9259b6dd8ec0ed4f63a63e,1978.18
e09ede1057212120a291c4fa1f832c63,1966.91
a1bd814d14be56675c1201a1a28a6e64,1963.97
f2a9c45fecbca38c65837639d0e1c0f2,1963.14
f444ba0d223518973d2ab5ee663bfd9a,1963.14
ea10c984e50edffb58668706bd0bbfc2,1963.14
69b2b29382af03e03e486ad307a76000,1961.00
e650a740f366df1d65e17eeda8cccb43,1944.86
9b661514ad84d0489ac73d9e24cbf169,1942.00
9410c05c403cf6b73c071fa50c8ae641,1938.74
994e2b50ade6ead19626283999638f25,1936.99
b8ca2e14188d8a3ebd2da5dfccb5725d,1936.50
5a7881e38b4a49918a70658e1dd42a09,1936.27
7530369a1ddf13882910895b0559423d,1930.34
d77f9e20bf24f723cb3d4472a1d1b837,1925.81
ac32c69c438fa163767f5aa5c4d0b6e1,1925.77
1a3d1e8b28c0ee27c23333ee108c47e6,1924.03
95376669d92be6a7dcf0494e0b1d9917,1915.53
cd020f72b3994d3dda2f464efe9aa99b,1915.13
e7ed4f9558a25b5403b41224518d052a,1902.55
9df040be9d7656d4c912b62472bfcf05,1901.62
025cf7c2f32536f0be1ab412bb6602d2,1898.61
66ec2bc0802dd4fa439e49dcfcf813b6,1898.27
9654d6df6a63f5a9b61dd5ba0e0d8286,1891.63
7e1dc025d12dd45046852917926fbd2e,1878.39
94bbded6a4ac8a3dd9887f99861bf608,1877.84
cef29e793e232d30250331804cdb7000,1876.77
196fb9c6acb3d8e681f6691d596a21fb,1872.26
62a71b17bb35ca8351f0ab4fdc7a3354,1871.64
1ee27e3ae93ad59224094a4ea0c71dc2,1869.80
0c2fa77ed1433d1b2ed06724ed0d5237,1867.85
74a63835c6e5eaef19af58cc83f663aa,1859.10
23841d4abf4583dec7773f3bd2fe267d,1853.75
1eb6f015c37dc8e3f5b531fbca809a49,1843.85
b12294f6bca2370dc2f2a46cdc484076,1841.75
01858f2fad256b1689f5bdafc059f745,1841.11
18360e41b00709cc7b2c6f391eff829e,1839.05
89b692db0c2020ee873dbf261d941543,1832.54
8d434defc893fd9ac17fabd1462cbce3,1830.99
35dac57557b3ffbf2f231d3c1483fde1,1830.90
604b4fd4dd22b3811eca8c2d4f1f63c5,1830.12
8ac03172dc8e36a4c5e0b694ef3235aa,1828.41
f3c029ccbdd765b8e63b881af42f3d4b,1827.72
d61c923fff01b0e448672a2159ed5757,1826.34
0326524848da9311350236471586bd61,1826.07
13fb439d0a2aae1e3200ccb4dc9b37e7,1821.87
6ae98e2bdf8d09e86cd16479fa511f9e,1821.82
763c8b1c9c68a0229c42c9fc6f662b93,1818.72
375e0bdb5dfb2610e71cf15f8f421ccb,1818.23
0adb59a4ec552b5ea48414b79861e292,1817.54
66b219a06a37d7129406e32d295a46fb,1816.11
c40698869e63dc7c57f3f66e767e7287,1814.29
bf31713750139aba4c36772dc9459f44,1812.33
798c34ffa9047399853eab8ca7c0b9a0,1812.19
6e47014313b6b80ef3dd44568083862e,1806.68
77c404a3e8a4ee3808befcc4663ac123,1804.05
ac0ec8bdce394d27bc6c91549f2b5091,1798.01
21b7e7811ddc742cba9b74aaf89fb281,1797.73
280bf653e57167086c1a8ffd18b03ab1,1793.23
38e482d7770a43f5929378c4dec76d5e,1789.02
26ad70987fa3435c6279b8c3a5f4980c,1787.72
c11f76d3806da64a4c64ea47627444e2,1784.20
9cde2485320efdd065a76233a3612623,1783.70
4550984876a4424451525c6854a996d4,1782.55
85b483b4f7f7bb9fe94d3ece0a3cab93,1778.01
141b3509663d0e6c8735da7d62fcfe16,1775.26
b3879dce6b4a3b94b748b6c9b567695e,1768.40
4facc2e6fbc2bffab2fea92d2b4aa7e4,1760.75
082f4a93605df980ab01581db54640d3,1759.26
c9b33c9f1440ff1ebc8d4fe9b182614e,1759.04
cd89e1b4b06880d8ea145f4b3da8e4a5,1757.41
397b44d5bb99eabf54ea9c2b41ebb905,1756.53
9770456b4233cdf2363287ca2295650a,1755.35
7da11710b7b7aeebec5c91a6057c9969,1755.21
f6255a326ff4c43107bc0f42f433be94,1740.39
60a22f2188cd2b544c45f103d0e00539,1740.21
a1a9e43decb5941c1fc7f7c5fd507c5d,1738.17
2c32247bb780398fedc970dfa0832e25,1733.34
a43af8fbe622cbe4be01322821f61145,1730.87
6aa828fc903b810472cff927dd42b500,1730.87
4e284eec447afc7c7d56adeda4bba178,1730.04
2f0ce2fb407114dbfa866f22c7cf9e9d,1729.98
42f1fdf511aeb359f56e375cae330892,1728.81
9fc8316f4c0d0601664216e0a9327ed5,1727.67
132f423dc424a05048538d51a18301d2,1725.64
dda7d094a7c887911a9f6cadf698c5b9,1724.04
55b2d632bc5b7859767c1efd222c1659,1714.21
da4f111c2d1cbf0d1a861edac906e48f,1711.63
0a0a92112bd4c708ca5fde585afaa872,1708.01
92fb5b65fbbdfe7d8e55e53e0af5a971,1697.45
a1044dd75b74fbc485b040575a14acf0,1694.03
598338796239e698c67fb95bc368de07,1693.31
145f5c920dcccbb95081ceaa800df82e,1692.59
5bc4d654dc4eb95cbd977eafadb38383,1692.05
923c196bd8ad794e9d13679e356c43df,1690.95
f4c57f34e3dc2a6a23a529cf0ff17ff8,1683.14
079ad4f138ec38e726e7d9ac51ae1410,1680.25
b8521fd4a5dbdf907f969af459a46838,1679.63
76a08544f95591acec0d4c976054c459,1679.12
3bd9e0cb53a95db314b55aa82f814502,1677.31
c8639255be49cc9a738ca337bcf2833f,1675.71
ff0e4a6f3114ad1d211b885159bf1eb2,1672.67
2d0151326be4a97cbfbc8bdcef558e10,1672.08
28e7419981c810e071e0f6b061129fbc,1672.06
fac9eb2c3c550f64f779646726710b59,1668.74
e0c3bef7c7e5679c7776c40abec7fe2b,1662.02
5a1f8efaa6ce666e9622bf2e22c42aac,1658.81
9fca9eeea062d51882419081f80ba5e2,1657.57
0b8f48c242246419f92b6c43b0165010,1657.11
c89e2005ddcd889c687343e2a7d7a115,1655.60
061e0d9d23f099ebcc78d1c90f94dfbe,1654.46
87c9e7ba960e4c2e6bd786b162adc639,1653.98
67d859ff554d120ac0826e97df1175d1,1653.60
bdd88e5f6a6810d95baef27f2f6055fe,1653.60
cb6224938ef72376e7f5183777032fea,1653.60
99f125422e3e42df876a689e8e217798,1653.60
3d16152c514410c047904cd433439892,1650.56
d1aef037cd06ae9e8018d05efd0ed17a,1648.64
6d8ee4a9676fc8b41d3edc2a1eb46579,1645.82
5993c0ed4bc51b72a8332bb7fa4303c5,1644.76
0a8ddbf973510e50bdbfd4300dd90385,1644.57
c1099629bd44f439554021f60cdb120c,1644.36
67031f3c7bc5f28dd7b6344294b4ffec,1643.64
ae4b37b37bb22e37fe34ada808837207,1643.04
36d7df3b5d8326ec792859208e53ac93,1642.11
b0ee09a612abb2a24044216adc08b665,1640.60
3e2dfa26943efe5cf2f76a725b6675a7,1638.72
fa03405c1fce3650144d97158b4b1849,1635.64
29a553dd8a1a0a22d1ee92263463abe9,1635.64
d1c843178ca07004edbe2ac277b35bcc,1635.64
13d04f61bea0332b8d69918a99e7fb22,1635.51
81238d4299b66d04234593c4a832773e,1629.33
d184e6edddcb1c912ebed8bb8491fc85,1628.60
c6b1d0d394ba367ae48f9bb69158231b,1628.60
9b11e010850a4045d2da80c7783fdbd1,1628.07
fe203d7588a60b447f5c5f089b967097,1628.07
f6e8b25c5a0d2fc779a3415df14b2f88,1627.84
ffba9f9dff87b05e310ecc46c8591044,1626.83
ee1ab7f8a445e29acff592989e83a70a,1626.65
9057341f069a7cd937c12cb1f46b6e81,1625.94
8411ef4ebe0b18e75fd75efde5455e15,1623.94
650f945256ea49b526cede6f2dbb89a9,1605.14
856cfe0bdb5bc7fad4061781400c54da,1605.14
43df16fc8bbc0499aa6bf4e582dfbb66,1603.25
005226be8d5b972d0f72b4e8a79f322b,1600.51
fe81bb32c243a86b2f86fbf053fe6140,1590.76
262f884f74980c0ad26fcaab579a3294,1590.25
fb94a0ec084fa8e33ec943992e3c6929,1589.57
fc24db02becd484accefaa5af59c18b1,1588.95
8b20a60ae8a273e444118d6e8a7c3627,1584.96
057dbb60927c6bc5bf3ca3f2f23e447f,1583.71
5eb539db8bad2407b71782f1d55a4826,1575.05
71150730b022797afd6a487820125da0,1570.79
d941a608aa14794954f62d8c3da2b9dd,1570.21
ff6c9c45f6cee4ec0785650b18322d73,1568.72
1b3033b0a47ab66dfbe6607550bfe38d,1564.07
73e9c626827cd8c4bb38b55ab31d816e,1562.57
9d0ace373bd69cc599d745b9d1a323c7,1556.70
301fdbdb88825096a683fcfacac44718,1556.67
71c99dc35fee93881af2d5a1edb24442,1555.23
b3fc51a2057e04657dbe29f48f3ecaaa,1550.68
4dba78a69f5fb2d5ba4bdf9696e1eb8f,1549.41
81446cd6d7ceaddfc66d7ab9ec60aa55,1544.62
f94c00f0411b6a3e6cbde94b120fb786,1537.04
6b2af0e98d36916cbc15761bf6048220,1534.58
608b221bbdb07cb279018c0dd04cc730,1533.62
231d36f5c4b238c26f449ffd98c79180,1529.26
6d73eb39c724d3cd0d45e9e1b6b963a9,1528.03
b5585a338bb22b66f02541df26cbb9aa,1528.03
0cfb94f148a3f7b02123e6f64e6674f6,1527.51
caadc9a4b4dfe30f56f399821b71c6c3,1526.26
7e251bdcd9072568271fe5b5b824b6be,1524.24
f78a6b62ac5dc9638a4fa0fd5d7b94e1,1522.99
64ee3e71d9a27034db0c6a48c29d35d5,1521.75
6d887fdae7b23b09c8108f16900dab42,1520.71
361dc89b24a5dc808b2803a1ac33ff3f,1518.55
5b7b7009010e8dbf35aa64441cd01b25,1511.86
012a218df8995d3ec3bb221828360c86,1510.38
ef068814b087cac3c1bb6cea58c98480,1506.05
8091550abd9ca29ba409a70cb640af4a,1504.61
1003a1d72627f1a71f255e239aaa4bfd,1501.45
fad1bbf902fbdf64f92f33d010ab8cb7,1500.19
7fa6d33a71471ecc658fc9557bba75d9,1499.87
e7d3b17772a74209d76965c84d5b286d,1498.46
f5ae59564b848fb10564d9fe4a478465,1493.45
58f887ad477318fadcf6a93a1e24c076,1490.53
0f5f758216c397ef8237f5d1e236e9b8,1489.47
c6f70f6262d971489361b0d4fb0936ed,1488.59
9b5427f064283ebd4f23ee679e223555,1488.14
76cef8c0830232a6298b50d60153fb6c,1485.31
b248c92ec54199bedb1d603e0e6f98c6,1483.26
7a44821edf14b2b2ef3ffb2c6e837e5b,1482.42
b0e6870a2c0f7a96e18c84c02da14f94,1481.03
79e12483f9b14c3254db94bd137a4b70,1480.73
fc360164eb368b0eb12c1d5eb2bf5e0d,1479.51
4e5a10bd8f468ee5acc890961a2b7ce4,1479.51
5a0b87c34f674cb92d999d2a37096227,1479.51
7efc49d7862ee114c0ca869b439bf381,1479.51
bfb1a102e6fe99d83c5e78e58370a8de,1479.51
ae06b0187a99aaeb5e845b9638936e7d,1479.51
739209d88340a09d4f6d29cc809daa67,1479.51
d3729a20d98aab032427c9d19d7cb7b9,1478.48
b35e7c1ee8ccbce232fad3bc996e6298,1478.45
4711348768db55c57a67aba080ead566,1478.20
ce8c3a9189899cfa9882c8992bf2838f,1476.80
f85107d1dbc6b78bb1c784d5928c14c3,1476.07
985e93167edfb07618a16a7b9c12c75b,1474.42
34cd0f2f38a66796cfbc8a33ece7448c,1474.17
2be7d578854588f75b1922cf7627e1be,1472.47
430f484aaec4eb059a1d074f4b0ef762,1471.51
8d2fb66164a84b76626513d628bee2da,1471.51
eb53ee675b0c79d66e25fce46957e1fe,1471.51
10dbffc4a798d018f58224da1162b90e,1471.51
c72e291ccf98df8df8bdc3fcadf64f35,1471.51
acaf9c8dbadcef1c6ce123806c9e6c34,1468.45
da1e7179b9c5a1494d78528cbcf05aa0,1467.87
2bca9b243e976aed908e12f74fb30370,1463.37
73685133e38f5b824324971c0274855a,1462.65
77fa3678811c2abc56902a24273a4dbd,1458.51
5599df2eeb9e2e4f377db24e09cb976f,1456.74
72eea0b98d06729e6d5f824b1b076d13,1453.30
fd03997c82649affc061d275ddf1f3d9,1447.02
3dc72442480b0d7485969ce3125d0256,1444.62
da9e0576ca0ecbb67dc3778628481caa,1442.79
471d491452eabd128b8fe5b12b913f9f,1442.15
6e26bbeaa107ec34112c64e1ee31c0f5,1441.62
a1a1c5083998a1ed55698a1b0d005def,1439.27
a4a9f56f9f405802035afba6bc2576ba,1438.23
0fbad5f5683626b3c234ef751d2ff166,1437.64
3422b60bce08b606582660acdcdaee7b,1437.15
aeb502c0c495c56ace2819cf6f9235f4,1437.10
ac6152d2a8d11ea64813c56676d73202,1436.84
be74c431147c32ab2d7c7cef5e4a995f,1436.46
79fe0e57517b5148b07e5d8645eb5095,1435.58
78110b00006c6033e83ec0e79ade3081,1433.04
6899ba25b05f771af3ede719ef5c861f,1432.92
eaa604ab9f816252edb7a8d297f932e5,1432.21
a88cd5c40de7b2e386dddcdc5749e527,1431.63
679539028487c610a89de1494fef40da,1431.33
4f8f99500e6fc01d458cbc399f891cbf,1430.91
0129d48dce554d95f641d01eaa88904a,1429.59
4897f0607bb084b7a12f7afeaaf30c08,1427.58
97071ed6fb1ac261920c48a146e86c66,1427.04
3a2a12f2fd7c80c8c73846ad8475f2cc,1426.81
297ec5afd18366f5ba27520cc4954151,1426.66
c39144ea573bf91bb79650405c09a76d,1426.58
774c075fecf66d485d49c837d03c71e9,1426.57
24e998dbc3458fe7b77b370e6d10ba57,1425.56
ad5dccfee30bc06e904e446616419ff4,1424.45
b1791d73a5c0e297a0e8f21699078c5c,1424.00
fdaa290acb9eeacb66fa7f979baa6803,1423.55
e3247bedce6bd14c7ab8fac16dc46bfa,1423.54
23a08414260ab2e277906e5a5851793b,1423.52
939550a2c0964d6ad3d9974d3e626d0c,1423.21
0eee96b8cea2f09a022e9e5acaffede3,1422.05
066ee6b9c6fc284260ff9a1274a82ca7,1421.69
ae5b077a7ba102a667a435d8bd3a24ec,1416.95
73269524708916d11bb873c7275e3b33,1416.70
5f49c05291e2c5b88dbe730e3c649c68,1416.41
985289b5cb474a6e97bfe8c85f0aee74,1415.80
05eb062756e6d4358e72b1caf0ec22b1,1415.66
a5934d510efd935a606ea73b93af950c,1415.66
79954dd2287a62e7d680548d0f2bce60,1414.70
4f94b2a128e75939c61c188212388e3e,1411.62
a58350975662c1816a7c8f01bf816bf6,1411.13
77dc1d016a6ff92c1eb364ecb3cc6aae,1409.12
41deb1284b6550426194070a1ea8ba32,1404.41
3629a4b18f2eb69e03f153158e48d2cc,1403.66
be350e7235bb5363ff3f3cbb1eb4ab74,1401.85
753bc5d6efa9e49a03e34cf521a9e124,1400.74
540bd689a2065b9177dedb9758cbc992,1400.33
f0daba1cfcc18d5a3229e1a911313e3e,1398.18
d409c5590a75603ae1fe24d66d5008c7,1394.77
fede1f9528a564c1a22bf64bb7085bd2,1392.37
3e134146f147b595885be88b67d8f789,1391.89
df030c3c1d42349bb0a40197e53316ab,1391.79
5d1fde9eb27149c695624f8bb84cf6f7,1391.39
d3b0732fcd6b002c3ad8364802840125,1391.35
12ee9e2cc00e2a5156a2d869b82938d8,1391.35
f012b339d79831fed338ed7a1d256bca,1391.28
5e7e0be1ac6b95219cd8a74b42881f19,1391.13
4833d5607f30e40265ccdcb21b58b7ad,1391.13
97734fdca127fddcb5f92f841690c3f2,1388.68
37b1b1515c5f1c4a06510269d5a36a4e,1388.43
5f2f6fba74de007241fedfc485b72ba7,1388.30
64b97e6d3c070dd372d6310ff2c632f7,1384.74
4a22982d15a6758ba7a93495769dd490,1381.83
ec5d2f91c651ce345616c7035fab6f9d,1379.94
bc45674ff2e33eeabf20e6eb7accc4a5,1378.79
c1eed380c5284f6d86f7263653ef215f,1373.83
d1b6bbb5ce2d0d1b5e5aed73482ede19,1373.83
920bd0e1c74c42bec2303941fc03374c,1373.83
3f6a946ec3ed53c151d8b1eb1cb0336a,1373.19
e92a2a874e305a7e920b0a0b308d5890,1372.25
cb1c3c27a1cb278c594f7dc5adba5b3b,1372.22
0820b88e46f48599042bd627fe954b66,1372.10
ecf7874aa8a2586adf6ca37fab21ecc2,1371.88
5a050b063ed2697381b449b2ff7b422e,1370.41
f64f5e0a84f83461a94633f89a0dc10e,1370.26
4bdaaab3c645dd18eed3c3bb8ddcd6cf,1369.63
8be5c6cc1011c8a882d3bac857955b3d,1368.87
35b887857d9e7902094a37e9f2e51796,1368.11
1810e538a85f28a974dca2ad08da3c62,1367.75
547f5f9afa998b2e599e0df6584cf838,1367.50
855d32ca5e45bf54e4d88c29c65cea0b,1367.23
fc54c2c09aee36da48881e5bf37ef795,1366.03
6dbe8af63482be15d8b0ec1b9dd31a29,1362.37
1159db37e256a4e27f777ebd08b4da05,1359.47
aa4e2575d36a7b89546ca2e4087e9396,1359.40
b8cd1885a1f24d1ee81ab66c54b76f11,1358.75
0424c5ebdb5ce70bcd7b596efb17b561,1355.73
58cb2f5bcf3fb5994bbf852e86978047,1354.09
6c749436fe7ecef4596739d31d1d8e63,1354.06
2750ea8eaed9066e36245a18802eac17,1353.28
69a43b90b7f45f07911d140b61da311a,1351.94
85101bc666e06929fec79cddadb14146,1351.51
f9aea0c7384b3015a0c51f6f9d08e9eb,1351.51
8ed5f159139eb38172d25a57e129e87f,1351.51
8146bee4e40885be99560ee012659bcc,1351.41
9dc7e983a9dde2b110ca06f7547d6b5a,1351.41
0a247a228e8d48fc8afbc28c2e8c1691,1351.03
13a820054b49008f130da176c4e0487b,1350.50
7e6b73ca13a846a38c86885e98a63ada,1349.16
3732057b80d20e5cb53b859b7bc57a78,1348.66
07c9259c1afcbd1f6b416d9985782083,1347.96
f61d858404cc299afb3a89451a92f91b,1344.46
69d93815c9ea08e83377d78cb088a295,1344.36
74436a334d42f9516826a7c3c6d5b226,1343.44
d95e736f831986871d6bb98ff914e9a9,1342.63
46d2e80a1ca0ee7a62db0ab302e8b4b7,1342.63
